"","rok","strata","linia"
"115",1997,35811.17,"Buss_Distr"
"116",1997,62532.57,"Buss_Distr"
"117",1997,5475.4,"Buss_Distr"
"118",1997,46.98,"Buss_Distr"
"119",1997,41720.07,"Buss_Distr"
"120",1997,1384.44,"Buss_Distr"
"121",1997,27439.36,"Buss_Distr"
"122",1997,55093.25,"Buss_Distr"
"123",1997,16570.92,"Buss_Distr"
"124",1997,80831.41,"Buss_Distr"
"125",1997,15000.76,"Buss_Distr"
"126",1998,81761.98,"Buss_Distr"
"127",1998,669.91,"Buss_Distr"
"128",1998,52612.4,"Buss_Distr"
"129",1998,52559.68,"Buss_Distr"
"130",1998,105948.24,"Buss_Distr"
"131",1998,83983.3,"Buss_Distr"
"132",1998,29922.04,"Buss_Distr"
"133",1998,17684.73,"Buss_Distr"
"134",1998,44312.05,"Buss_Distr"
"135",1998,14846.64,"Buss_Distr"
"136",1998,56550.43,"Buss_Distr"
"137",1998,118738.98,"Buss_Distr"
"138",1998,10974.59,"Buss_Distr"
"139",1998,81955.31,"Buss_Distr"
"140",1998,117066.2,"Buss_Distr"
"141",1998,71280.56,"Buss_Distr"
"142",1999,12397.42,"Buss_Distr"
"143",1999,5814.63,"Buss_Distr"
"144",1999,54473,"Buss_Distr"
"145",1999,147001.54,"Buss_Distr"
"146",1999,13015.3,"Buss_Distr"
"147",1999,1300.35,"Buss_Distr"
"148",1999,7096.07,"Buss_Distr"
"149",1999,35201.03,"Buss_Distr"
"150",1999,56248.46,"Buss_Distr"
"151",1999,55193.77,"Buss_Distr"
"152",1999,89123.5,"Buss_Distr"
"153",2000,20416.25,"Buss_Distr"
"154",2000,1549.2,"Buss_Distr"
"155",2000,56359.87,"Buss_Distr"
"156",2000,16318.73,"Buss_Distr"
"157",2000,3894.84,"Buss_Distr"
"158",2000,68048.76,"Buss_Distr"
"159",2000,3136.04,"Buss_Distr"
"160",2000,21189.31,"Buss_Distr"
"161",2000,18599.3,"Buss_Distr"
"162",2000,15643.09,"Buss_Distr"
"163",2000,1171.48,"Buss_Distr"
"164",2000,7618.29,"Buss_Distr"
"165",2000,16003.46,"Buss_Distr"
"166",2000,43173.2,"Buss_Distr"
"167",2000,776.87,"Buss_Distr"
"168",2000,84491.28,"Buss_Distr"
"169",2001,572.93,"Buss_Distr"
"170",2001,714.24,"Buss_Distr"
"171",2001,16399.08,"Buss_Distr"
"172",2001,14101.97,"Buss_Distr"
"173",2001,26058.36,"Buss_Distr"
"174",2001,2246.7,"Buss_Distr"
"175",2001,19525.91,"Buss_Distr"
"176",2001,64835.88,"Buss_Distr"
"177",2001,2325.33,"Buss_Distr"
"178",2001,10491.95,"Buss_Distr"
"179",2001,24255.47,"Buss_Distr"
"180",2001,25327.85,"Buss_Distr"
"181",2001,1081.53,"Buss_Distr"
"182",2002,25195.52,"Buss_Distr"
"183",2002,56347.7,"Buss_Distr"
"184",2002,117398.66,"Buss_Distr"
"185",2002,123480.26,"Buss_Distr"
"186",2002,22150.68,"Buss_Distr"
"187",2002,2708.87,"Buss_Distr"
"188",2002,6271.23,"Buss_Distr"
"189",2002,18031.56,"Buss_Distr"
"190",2002,29567.85,"Buss_Distr"
"191",2002,12209.08,"Buss_Distr"
"192",2002,63332.18,"Buss_Distr"
"193",2002,129737.08,"Buss_Distr"
"194",2002,9812.31,"Buss_Distr"
"195",2003,21668.95,"Buss_Distr"
"196",2003,77897.75,"Buss_Distr"
"197",2003,21590.22,"Buss_Distr"
"198",2003,1641.77,"Buss_Distr"
"199",2003,9704.47,"Buss_Distr"
"200",2003,31303.37,"Buss_Distr"
"201",2003,46784.01,"Buss_Distr"
"202",2003,101086.95,"Buss_Distr"
"203",2003,101037.04,"Buss_Distr"
"204",2003,18364.86,"Buss_Distr"
"205",2003,5589.15,"Buss_Distr"
"206",2003,143267.84,"Buss_Distr"
"207",2003,65226.47,"Buss_Distr"
"208",2004,16103.71,"Buss_Distr"
"209",2004,3567.4,"Buss_Distr"
"210",2004,10645.33,"Buss_Distr"
"211",2004,15979.05,"Buss_Distr"
"212",2004,2546.59,"Buss_Distr"
"213",2004,28652.2,"Buss_Distr"
"214",2004,4501.74,"Buss_Distr"
"215",2004,51159.77,"Buss_Distr"
"216",2004,162360.07,"Buss_Distr"
"217",2004,13341.6,"Buss_Distr"
"218",2004,3320.21,"Buss_Distr"
"219",2004,25171.53,"Buss_Distr"
"220",2004,830.67,"Buss_Distr"
"221",2004,9779.39,"Buss_Distr"
"222",2005,2451.9,"Buss_Distr"
"223",2005,38774.23,"Buss_Distr"
"224",2005,19062.95,"Buss_Distr"
"225",2005,6902.57,"Buss_Distr"
"226",2005,893.87,"Buss_Distr"
"227",2005,28853.46,"Buss_Distr"
"228",2005,23018.06,"Buss_Distr"
"229",2005,7006.63,"Buss_Distr"
"230",2005,1185.92,"Buss_Distr"
"231",2005,18350.16,"Buss_Distr"
"232",2005,25949.87,"Buss_Distr"
"233",2005,37748.43,"Buss_Distr"
"234",2005,5541.15,"Buss_Distr"
"235",2006,27456.98,"Buss_Distr"
"236",2006,4526.57,"Buss_Distr"
"237",2006,11559.28,"Buss_Distr"
"238",2006,34045.3,"Buss_Distr"
"239",2006,6348.45,"Buss_Distr"
"240",2006,29840.15,"Buss_Distr"
"241",2006,7051.96,"Buss_Distr"
"242",2006,77709.94,"Buss_Distr"
"243",2006,29224.8,"Buss_Distr"
"244",2006,23486.82,"Buss_Distr"
"245",2006,13221.63,"Buss_Distr"
"246",2006,82766.36,"Buss_Distr"
"247",2006,3164.83,"Buss_Distr"
"248",2007,74051.74,"Buss_Distr"
"249",2007,3843.72,"Buss_Distr"
"250",2007,88133.32,"Buss_Distr"
"251",2007,25323.81,"Buss_Distr"
"252",2007,15139.7,"Buss_Distr"
"253",2007,11990.33,"Buss_Distr"
"254",2007,1678.19,"Buss_Distr"
"255",2007,75829.55,"Buss_Distr"
"256",2007,102729.02,"Buss_Distr"
"257",2007,260695.3,"Buss_Distr"
"258",2007,1395.33,"Buss_Distr"
"259",2007,141448.14,"Buss_Distr"
"260",2007,49089.9,"Buss_Distr"
"261",2008,63104.52,"Buss_Distr"
"262",2008,35193.7,"Buss_Distr"
"263",2008,60641.14,"Buss_Distr"
"264",2008,9918.73,"Buss_Distr"
"265",2008,9244.43,"Buss_Distr"
"266",2008,18919.3,"Buss_Distr"
"267",2008,2434.86,"Buss_Distr"
"268",2008,20520.86,"Buss_Distr"
"269",2008,44138.9,"Buss_Distr"
"270",2008,10285.14,"Buss_Distr"
"271",2008,3116.21,"Buss_Distr"
"272",2008,11841.01,"Buss_Distr"
"273",2008,36512.23,"Buss_Distr"
"274",2009,15044.52,"Buss_Distr"
"275",2009,2217.57,"Buss_Distr"
"276",2009,26992.08,"Buss_Distr"
"277",2009,65516.58,"Buss_Distr"
"278",2009,3588.48,"Buss_Distr"
"279",2009,212243.98,"Buss_Distr"
"280",2009,5326.85,"Buss_Distr"
"281",2009,4876.08,"Buss_Distr"
"282",2009,150.42,"Buss_Distr"
"283",2009,12505.64,"Buss_Distr"
"284",2009,1190.23,"Buss_Distr"
"285",2009,6820.06,"Buss_Distr"
"286",2009,53465.28,"Buss_Distr"
"287",2009,17934.08,"Buss_Distr"
"288",2010,7571.09,"Buss_Distr"
"289",2010,32231.43,"Buss_Distr"
"290",2010,35798.59,"Buss_Distr"
"291",2010,31888.06,"Buss_Distr"
"292",2010,29522.35,"Buss_Distr"
"293",2010,18496.01,"Buss_Distr"
"294",2010,43127.24,"Buss_Distr"
"295",2010,14877.11,"Buss_Distr"
"296",2010,12964.75,"Buss_Distr"
"297",2010,133358.69,"Buss_Distr"
"298",2010,4329.51,"Buss_Distr"
"299",2011,44601.62,"Buss_Distr"
"300",2011,35105.88,"Buss_Distr"
"301",2011,6685.87,"Buss_Distr"
"302",2011,18535.39,"Buss_Distr"
"303",2011,1975.98,"Buss_Distr"
"304",2011,44956.91,"Buss_Distr"
"305",2011,27894.01,"Buss_Distr"
"306",2011,708.35,"Buss_Distr"
"307",2011,115672.5,"Buss_Distr"
"308",2011,26392.7,"Buss_Distr"
"309",2011,40.07,"Buss_Distr"
"310",2011,19470,"Buss_Distr"
"311",2011,183355.24,"Buss_Distr"
"312",2011,7933.68,"Buss_Distr"
"313",2011,13991.19,"Buss_Distr"
"314",2011,54488.73,"Buss_Distr"
"315",2012,5020.54,"Buss_Distr"
"316",2012,111137.6,"Buss_Distr"
"317",2012,35540.96,"Buss_Distr"
"318",2012,173548.91,"Buss_Distr"
"319",2012,82631.05,"Buss_Distr"
"320",2012,69235.1,"Buss_Distr"
"321",2012,72253.08,"Buss_Distr"
"322",2012,21363.11,"Buss_Distr"
"323",2012,10375.53,"Buss_Distr"
"324",2012,15887.19,"Buss_Distr"
"325",2012,20599.95,"Buss_Distr"
"326",2012,43285.44,"Buss_Distr"
"327",2012,13872.54,"Buss_Distr"
"328",2013,25544.65,"Buss_Distr"
"329",2013,89107.86,"Buss_Distr"
"330",2013,15599.6,"Buss_Distr"
"331",2013,157263.61,"Buss_Distr"
"332",2013,10578.73,"Buss_Distr"
"333",2013,2622.27,"Buss_Distr"
"334",2013,8377.26,"Buss_Distr"
"335",2013,34934.58,"Buss_Distr"
"336",2013,791.33,"Buss_Distr"
"337",2013,13949.51,"Buss_Distr"
"338",2013,104852.62,"Buss_Distr"
"339",2013,40000.96,"Buss_Distr"
"340",2013,20888.85,"Buss_Distr"
"341",2014,23107.05,"Buss_Distr"
"342",2014,44553.86,"Buss_Distr"
"343",2014,15464.73,"Buss_Distr"
"344",2014,55128.86,"Buss_Distr"
"345",2014,5293.68,"Buss_Distr"
"346",2014,17549.55,"Buss_Distr"
"347",2014,10857.42,"Buss_Distr"
"348",2014,8297.2,"Buss_Distr"
"349",2014,4118.12,"Buss_Distr"
"350",2014,3752.95,"Buss_Distr"
"351",2014,9480.01,"Buss_Distr"
"352",2014,7825.84,"Buss_Distr"
"353",2014,19512.98,"Buss_Distr"
"354",2014,67146.2,"Buss_Distr"
"355",2014,47913.34,"Buss_Distr"
"356",2014,52877.36,"Buss_Distr"
"357",2014,3810.6,"Buss_Distr"
"358",2015,54139.64,"Buss_Distr"
"359",2015,19691.21,"Buss_Distr"
"360",2015,328.08,"Buss_Distr"
"361",2015,92109.53,"Buss_Distr"
"362",2015,26211.72,"Buss_Distr"
"363",2015,188.13,"Buss_Distr"
"364",2015,184.49,"Buss_Distr"
"365",2015,1614.53,"Buss_Distr"
"366",2015,7383.01,"Buss_Distr"
"367",2015,4696.08,"Buss_Distr"
"368",2015,5353.31,"Buss_Distr"
"369",2016,2988.19,"Buss_Distr"
"370",2016,7313.26,"Buss_Distr"
"371",2016,45324.54,"Buss_Distr"
"372",2016,15727.11,"Buss_Distr"
"373",2016,272106.98,"Buss_Distr"
"374",2016,10371.8,"Buss_Distr"
"375",2016,32473.42,"Buss_Distr"
"376",2016,39827.52,"Buss_Distr"
"377",2016,348.57,"Buss_Distr"
"378",2016,131348.75,"Buss_Distr"
"379",2016,52403.18,"Buss_Distr"
"380",2016,73228.57,"Buss_Distr"
"381",2016,3692.97,"Buss_Distr"
"382",2016,14920.89,"Buss_Distr"
"383",2017,9480.2,"Buss_Distr"
"384",2017,97649,"Buss_Distr"
"385",2017,129982.81,"Buss_Distr"
"386",2017,3831.83,"Buss_Distr"
"387",2017,32747.37,"Buss_Distr"
"388",2017,39071.95,"Buss_Distr"
"389",2017,104406.98,"Buss_Distr"
"390",2017,11026.76,"Buss_Distr"
"391",2017,20462.55,"Buss_Distr"
"392",2017,55513.32,"Buss_Distr"
"393",2017,50896.55,"Buss_Distr"
"394",2017,56799.17,"Buss_Distr"
"395",2017,18416.02,"Buss_Distr"
"396",2017,43249.45,"Buss_Distr"
"397",2017,18993.42,"Buss_Distr"
"398",2017,9085.99,"Buss_Distr"
"399",2017,9280.33,"Buss_Distr"
"400",2017,30793.16,"Buss_Distr"
"401",2017,69050.06,"Buss_Distr"
"402",2018,38945.24,"Buss_Distr"
"403",2018,35245.69,"Buss_Distr"
"404",2018,8185.97,"Buss_Distr"
"405",2018,7009.69,"Buss_Distr"
"406",2018,1229.88,"Buss_Distr"
"407",2018,21554.96,"Buss_Distr"
"408",2018,65694.27,"Buss_Distr"
"409",2018,41809.53,"Buss_Distr"
"410",2018,44955.91,"Buss_Distr"
"411",2018,87525.46,"Buss_Distr"
"412",2018,19629.39,"Buss_Distr"
"413",2019,6355.29,"Buss_Distr"
"414",2019,75593.87,"Buss_Distr"
"415",2019,7336.5,"Buss_Distr"
"416",2019,36004.23,"Buss_Distr"
"417",2019,953,"Buss_Distr"
"418",2019,37349.19,"Buss_Distr"
"419",2019,4706.8,"Buss_Distr"
"420",2019,95312.63,"Buss_Distr"
"421",2019,82034.43,"Buss_Distr"
"422",2019,729.02,"Buss_Distr"
"423",2019,278030.7,"Buss_Distr"
"424",2019,28910.44,"Buss_Distr"
"425",2019,162255.16,"Buss_Distr"
"426",2019,22156.59,"Buss_Distr"
"427",2019,7068.44,"Buss_Distr"
"428",2020,26834.8,"Buss_Distr"
"429",2020,49593.16,"Buss_Distr"
"430",2020,36117.77,"Buss_Distr"
"431",2020,58382.47,"Buss_Distr"
"432",2020,17081.31,"Buss_Distr"
"433",2020,12851.43,"Buss_Distr"
"434",2020,7196.48,"Buss_Distr"
"435",2020,153.36,"Buss_Distr"
"436",2020,43703.97,"Buss_Distr"
"437",2020,27725.4,"Buss_Distr"
"438",2020,18237.28,"Buss_Distr"
"439",2020,24329.86,"Buss_Distr"
"440",2021,53799.61,"Buss_Distr"
"441",2021,16523.12,"Buss_Distr"
"442",2021,35588.48,"Buss_Distr"
"443",2021,35089.58,"Buss_Distr"
"444",2021,17653.74,"Buss_Distr"
"445",2021,149537.23,"Buss_Distr"
"446",2021,37806.07,"Buss_Distr"
"447",2021,51287.71,"Buss_Distr"
"448",2021,8055.93,"Buss_Distr"
"449",2021,8607.02,"Buss_Distr"
"450",2021,18229.52,"Buss_Distr"
"451",2021,65384.23,"Buss_Distr"
"452",2021,40352.32,"Buss_Distr"
"453",2022,34024.67,"Buss_Distr"
"454",2022,936.48,"Buss_Distr"
"455",2022,18016.84,"Buss_Distr"
"456",2022,33175.05,"Buss_Distr"
"457",2022,109507.79,"Buss_Distr"
"458",2022,18359.46,"Buss_Distr"
"459",2022,55451.92,"Buss_Distr"
"460",2022,10540.46,"Buss_Distr"
"461",2022,6995.11,"Buss_Distr"
"462",2022,26150.23,"Buss_Distr"
"463",2022,16986.71,"Buss_Distr"
"464",2022,3338.88,"Buss_Distr"
"465",2022,20905.38,"Buss_Distr"
"466",2023,12927.57,"Buss_Distr"
"467",2023,7967.27,"Buss_Distr"
"468",2023,18637.01,"Buss_Distr"
"469",2023,35063.52,"Buss_Distr"
"470",2023,50184.62,"Buss_Distr"
"471",2023,25241.26,"Buss_Distr"
"472",2023,363.27,"Buss_Distr"
"473",2023,64913.27,"Buss_Distr"
"474",2023,47557.81,"Buss_Distr"
"475",2023,32390.48,"Buss_Distr"
"476",2023,1517.34,"Buss_Distr"
"477",2023,35765.66,"Buss_Distr"
"478",2023,92518.63,"Buss_Distr"
"479",2023,1391.04,"Buss_Distr"
"480",2023,3826.64,"Buss_Distr"
"481",1989,10,"Com_Ban"
"482",1989,10,"Com_Ban"
"483",1989,10,"Com_Ban"
"484",1989,10,"Com_Ban"
"485",1989,10,"Com_Ban"
"486",1989,10,"Com_Ban"
"487",1989,10,"Com_Ban"
"488",1989,10,"Com_Ban"
"489",1989,10,"Com_Ban"
"490",1989,10,"Com_Ban"
"491",1989,10,"Com_Ban"
"492",1989,10,"Com_Ban"
"493",1989,10,"Com_Ban"
"494",1989,10,"Com_Ban"
"495",1989,10,"Com_Ban"
"496",1989,10,"Com_Ban"
"497",1989,10,"Com_Ban"
"498",1989,10,"Com_Ban"
"499",1989,10,"Com_Ban"
"500",1989,10,"Com_Ban"
"501",1989,10,"Com_Ban"
"502",1989,10,"Com_Ban"
"503",1989,10,"Com_Ban"
"504",1989,10,"Com_Ban"
"505",1989,10,"Com_Ban"
"506",1989,10,"Com_Ban"
"507",1989,10,"Com_Ban"
"508",1989,10,"Com_Ban"
"509",1989,10,"Com_Ban"
"510",1989,10,"Com_Ban"
"511",1989,10,"Com_Ban"
"512",1989,10,"Com_Ban"
"513",1989,5968.37,"Com_Ban"
"514",1990,10,"Com_Ban"
"515",1990,10,"Com_Ban"
"516",1990,10,"Com_Ban"
"517",1990,10,"Com_Ban"
"518",1990,10,"Com_Ban"
"519",1990,10,"Com_Ban"
"520",1990,374.78,"Com_Ban"
"521",1990,10,"Com_Ban"
"522",1990,10,"Com_Ban"
"523",1990,10,"Com_Ban"
"524",1990,10,"Com_Ban"
"525",1990,10,"Com_Ban"
"526",1990,10,"Com_Ban"
"527",1990,10,"Com_Ban"
"528",1990,10,"Com_Ban"
"529",1990,10,"Com_Ban"
"530",1990,10,"Com_Ban"
"531",1990,10,"Com_Ban"
"532",1990,10,"Com_Ban"
"533",1990,10,"Com_Ban"
"534",1990,10,"Com_Ban"
"535",1990,10,"Com_Ban"
"536",1990,10,"Com_Ban"
"537",1990,10,"Com_Ban"
"538",1991,10,"Com_Ban"
"539",1991,599.14,"Com_Ban"
"540",1991,10,"Com_Ban"
"541",1991,1161.65,"Com_Ban"
"542",1991,10,"Com_Ban"
"543",1991,10,"Com_Ban"
"544",1991,10,"Com_Ban"
"545",1991,10,"Com_Ban"
"546",1991,10,"Com_Ban"
"547",1991,10,"Com_Ban"
"548",1991,10,"Com_Ban"
"549",1991,10,"Com_Ban"
"550",1991,10,"Com_Ban"
"551",1992,10,"Com_Ban"
"552",1992,10,"Com_Ban"
"553",1992,10,"Com_Ban"
"554",1992,10,"Com_Ban"
"555",1992,10,"Com_Ban"
"556",1992,10,"Com_Ban"
"557",1992,10,"Com_Ban"
"558",1992,10,"Com_Ban"
"559",1992,10,"Com_Ban"
"560",1992,10,"Com_Ban"
"561",1992,10,"Com_Ban"
"562",1992,10,"Com_Ban"
"563",1992,10,"Com_Ban"
"564",1992,10,"Com_Ban"
"565",1992,10,"Com_Ban"
"566",1992,10,"Com_Ban"
"567",1992,10,"Com_Ban"
"568",1992,10,"Com_Ban"
"569",1992,10,"Com_Ban"
"570",1992,10,"Com_Ban"
"571",1992,10,"Com_Ban"
"572",1992,10,"Com_Ban"
"573",1992,10,"Com_Ban"
"574",1992,10,"Com_Ban"
"575",1992,10,"Com_Ban"
"576",1992,10,"Com_Ban"
"577",1992,10,"Com_Ban"
"578",1992,10,"Com_Ban"
"579",1992,10,"Com_Ban"
"580",1992,10,"Com_Ban"
"581",1992,10,"Com_Ban"
"582",1992,10,"Com_Ban"
"583",1992,10,"Com_Ban"
"584",1993,10,"Com_Ban"
"585",1993,10,"Com_Ban"
"586",1993,10,"Com_Ban"
"587",1993,10,"Com_Ban"
"588",1993,10,"Com_Ban"
"589",1993,10,"Com_Ban"
"590",1993,10,"Com_Ban"
"591",1993,10,"Com_Ban"
"592",1993,10,"Com_Ban"
"593",1993,10,"Com_Ban"
"594",1993,25.07,"Com_Ban"
"595",1993,175.79,"Com_Ban"
"596",1993,10,"Com_Ban"
"597",1993,10,"Com_Ban"
"598",1993,10,"Com_Ban"
"599",1993,10,"Com_Ban"
"600",1993,10,"Com_Ban"
"601",1993,10,"Com_Ban"
"602",1993,10,"Com_Ban"
"603",1993,10,"Com_Ban"
"604",1993,10,"Com_Ban"
"605",1993,29.23,"Com_Ban"
"606",1993,10,"Com_Ban"
"607",1993,10,"Com_Ban"
"608",1993,10,"Com_Ban"
"609",1993,10,"Com_Ban"
"610",1993,10,"Com_Ban"
"611",1994,10,"Com_Ban"
"612",1994,10,"Com_Ban"
"613",1994,10,"Com_Ban"
"614",1994,10,"Com_Ban"
"615",1994,10,"Com_Ban"
"616",1994,10,"Com_Ban"
"617",1994,10,"Com_Ban"
"618",1994,10,"Com_Ban"
"619",1994,10,"Com_Ban"
"620",1994,10,"Com_Ban"
"621",1994,10,"Com_Ban"
"622",1994,59040.13,"Com_Ban"
"623",1994,10,"Com_Ban"
"624",1994,16.35,"Com_Ban"
"625",1994,10,"Com_Ban"
"626",1994,109.46,"Com_Ban"
"627",1994,10,"Com_Ban"
"628",1994,10,"Com_Ban"
"629",1994,10,"Com_Ban"
"630",1994,28.21,"Com_Ban"
"631",1994,10,"Com_Ban"
"632",1994,10,"Com_Ban"
"633",1994,641.61,"Com_Ban"
"634",1994,10,"Com_Ban"
"635",1994,81.36,"Com_Ban"
"636",1994,10,"Com_Ban"
"637",1994,10,"Com_Ban"
"638",1994,10,"Com_Ban"
"639",1995,10,"Com_Ban"
"640",1995,10,"Com_Ban"
"641",1995,10,"Com_Ban"
"642",1995,166.13,"Com_Ban"
"643",1995,10,"Com_Ban"
"644",1995,10,"Com_Ban"
"645",1995,10,"Com_Ban"
"646",1995,10,"Com_Ban"
"647",1995,10,"Com_Ban"
"648",1995,10,"Com_Ban"
"649",1995,10,"Com_Ban"
"650",1995,10,"Com_Ban"
"651",1995,10,"Com_Ban"
"652",1995,11.76,"Com_Ban"
"653",1995,10,"Com_Ban"
"654",1995,10,"Com_Ban"
"655",1995,10,"Com_Ban"
"656",1995,10,"Com_Ban"
"657",1995,10,"Com_Ban"
"658",1995,10,"Com_Ban"
"659",1995,10,"Com_Ban"
"660",1995,10,"Com_Ban"
"661",1995,10,"Com_Ban"
"662",1995,10,"Com_Ban"
"663",1995,10,"Com_Ban"
"664",1995,10,"Com_Ban"
"665",1995,10,"Com_Ban"
"666",1995,10,"Com_Ban"
"667",1996,10,"Com_Ban"
"668",1996,10,"Com_Ban"
"669",1996,10,"Com_Ban"
"670",1996,10,"Com_Ban"
"671",1996,10,"Com_Ban"
"672",1996,10,"Com_Ban"
"673",1996,10,"Com_Ban"
"674",1996,10,"Com_Ban"
"675",1996,10,"Com_Ban"
"676",1996,10,"Com_Ban"
"677",1996,10,"Com_Ban"
"678",1996,10,"Com_Ban"
"679",1996,10,"Com_Ban"
"680",1996,18516461.87,"Com_Ban"
"681",1996,10,"Com_Ban"
"682",1996,10,"Com_Ban"
"683",1996,10,"Com_Ban"
"684",1996,10,"Com_Ban"
"685",1996,10,"Com_Ban"
"686",1996,10,"Com_Ban"
"687",1996,10,"Com_Ban"
"688",1996,10,"Com_Ban"
"689",1996,10,"Com_Ban"
"690",1996,10,"Com_Ban"
"691",1996,10,"Com_Ban"
"692",1996,10,"Com_Ban"
"693",1996,10,"Com_Ban"
"694",1996,10,"Com_Ban"
"695",1996,10,"Com_Ban"
"696",1996,10,"Com_Ban"
"697",1997,10,"Com_Ban"
"698",1997,10,"Com_Ban"
"699",1997,10,"Com_Ban"
"700",1997,10,"Com_Ban"
"701",1997,10,"Com_Ban"
"702",1997,10,"Com_Ban"
"703",1997,10,"Com_Ban"
"704",1997,10,"Com_Ban"
"705",1997,17.76,"Com_Ban"
"706",1997,10,"Com_Ban"
"707",1997,10,"Com_Ban"
"708",1997,10,"Com_Ban"
